"","X","CITY","STABBR","INSTNM","MAIN","INSTURL","PREDDEG","CONTROL","UGDS","ADM_RATE","SAT_AVG","ACTCMMID","TUITIONFEE_IN","TUITIONFEE_OUT","C150_4","LONGITUDE","LATITUDE"
"632",632,"River Forest","IL","Dominican University",1,"www.dom.edu/",3,2,2149,0.6067,1029,22,29770,29770,0.6274,-87.821872,41.902834
"633",633,"Chicago","IL","Rush University",1,"WWW.RUSHU.RUSH.EDU",3,2,137,1,1061.44920634921,23.2588331963846,24703.6852264291,17349.8388367161,0.510104098765432,-87.667498,41.874911
"634",634,"Peoria","IL","Saint Francis Medical Center College of Nursing",1,"www.sfmccon.edu/",3,2,401,1,1061.44920634921,23.2588331963846,24703.6852264291,17349.8388367161,0.510104098765432,-89.590993,40.70028
"635",635,"Joliet","IL","University of St Francis",1,"www.stfrancis.edu",3,2,1732,0.5056,1064,23,28790,28790,0.5616,-88.096368,41.533341
"636",636,"Springfield","IL","St. John's College-Department of Nursing",1,"www.stjohnscollegespringfield.edu",3,2,119,1,1061.44920634921,23.2588331963846,24703.6852264291,17349.8388367161,0.510104098765432,-89.645795,39.807318
"637",637,"Chicago","IL","Saint Xavier University",1,"WWW.SXU.EDU",3,2,2940,0.4964,1008,22,30100,30100,0.5448,-87.713507,41.707763
"638",638,"Springfield","IL","University of Illinois at Springfield",1,"www.uis.edu",3,1,2969,0.6158,1081,24,11367,20517,0.4868,-89.614917,39.729862
"639",639,"Ullin","IL","Shawnee Community College",1,"www.shawneecc.edu",2,1,1336,1,1061.44920634921,23.2588331963846,3040,5088,0.510104098765432,-89.160537,37.271027
"640",640,"Chicago","IL","Shimer College",1,"www.shimer.edu",3,2,74,0.3731,1061.44920634921,23.2588331963846,32499,32499,0.2963,-87.62713,41.83217
"641",641,"Chicago","IL","Saint Augustine College",1,"www.staugustine.edu",2,2,1486,1,1061.44920634921,23.2588331963846,9576,9576,0.3199,-87.662806,41.972414
"642",642,"Harrisburg","IL","Southeastern Illinois College",1,"www.sic.edu",2,1,1104,1,1061.44920634921,23.2588331963846,2910,4770,0.510104098765432,-88.435463,37.751271
"643",643,"Canton","IL","Spoon River College",1,"www.src.edu",2,1,1160,1,1061.44920634921,23.2588331963846,4050,9720,0.510104098765432,-90.072216,40.527896
"644",644,"Rockford","IL","Saint Anthony College of Nursing",1,"sacn.edu",3,2,232,1,1061.44920634921,23.2588331963846,24703.6852264291,17349.8388367161,0.510104098765432,-89.108339,42.263191
"645",645,"Carbondale","IL","Southern Illinois University-Carbondale",1,"www.siu.edu",3,1,13171,0.8153,1055,23,12248,24871,0.4433,-89.218724,37.713239
"646",646,"Edwardsville","IL","Southern Illinois University-Edwardsville",1,"www.siue.edu",3,1,11371,0.8696,1070,23,9738,20682,0.505,-89.997779,38.793949
"647",647,"Chicago","IL","Taylor Business Institute",1,"www.tbiil.edu",2,3,98,1,1061.44920634921,23.2588331963846,13500,13500,0.510104098765432,-87.624794,41.885919
"648",648,"Chicago","IL","Telshe Yeshiva-Chicago",1,"NULL",3,2,67,1,1061.44920634921,23.2588331963846,12000,12000,0.2353,-87.716912,41.975289
"649",649,"South Holland","IL","South Suburban College",1,"www.ssc.edu/",2,1,3873,1,1061.44920634921,23.2588331963846,4133,11723,0.510104098765432,-87.619123,41.606427
"650",650,"Palos Heights","IL","Trinity Christian College",1,"www.trnty.edu",3,2,1237,0.9022,1080,24,25515,25515,0.5787,-87.784157,41.669189
"651",651,"Deerfield","IL","Trinity International University-Illinois",1,"www.tiu.edu",3,2,857,1,1062,23,27360,27360,0.4627,-87.882722,42.197909
"652",652,"River Grove","IL","Triton College",1,"www.triton.edu",2,1,9366,1,1061.44920634921,23.2588331963846,3638,11018,0.510104098765432,-87.841056,41.916082
"653",653,"Chicago","IL","VanderCook College of Music",1,"www.vandercook.edu",3,2,108,0.7609,1109,24,25690,25690,0.8,-87.629138,41.836833
"654",654,"Sugar Grove","IL","Waubonsee Community College",1,"www.waubonsee.edu",2,1,7829,1,1061.44920634921,23.2588331963846,2688,7243,0.510104098765432,-88.458796,41.798044
"655",655,"Chicago","IL","Resurrection University",1,"www.resu.edu",3,2,406,1,1061.44920634921,23.2588331963846,24703.6852264291,17349.8388367161,0.510104098765432,-87.685291,41.90748
"656",656,"Macomb","IL","Western Illinois University",1,"www.wiu.edu",3,1,9645,0.6964,970,21,12217,16533,0.5426,-90.685235,40.465621
"657",657,"Wheaton","IL","Wheaton College",1,"www.wheaton.edu",3,2,2402,0.6915,1311,30,31900,31900,0.8931,-88.09681,41.870943
"658",658,"Donaldson","IN","Ancilla College",1,"https://www.ancilla.edu/",2,2,378,1,1061.44920634921,23.2588331963846,13730,13730,0.510104098765432,-86.445448,41.337978
"659",659,"Anderson","IN","Anderson University",1,"www.anderson.edu",3,2,1831,0.5491,1048,23,26850,26850,0.6278,-85.662292,40.112167
"660",660,"Muncie","IN","Ball State University",1,"www.bsu.edu",3,1,15895,0.5988,1066,22,9344,24610,0.5945,-85.408863,40.198942
"661",661,"Mishawaka","IN","Bethel College-Indiana",1,"www.bethelcollege.edu",3,2,1520,0.7053,1040,23,25830,25830,0.6983,-86.191642,41.677671
"662",662,"Indianapolis","IN","Butler University",1,"www.butler.edu",3,2,4013,0.6846,1205,27,35652,35652,0.7784,-86.171791,39.840662
"663",663,"Whiting","IN","Calumet College of Saint Joseph",1,"www.ccsj.edu",3,2,870,0.3378,1061.44920634921,23.2588331963846,16405,16405,0.2394,-87.492987,41.670925
"664",664,"Greencastle","IN","DePauw University",1,"www.depauw.edu",3,2,2185,0.566,1213,27,42746,42746,0.8017,-86.863556,39.63953
"665",665,"Richmond","IN","Earlham College",1,"www.earlham.edu",3,2,942,0.6452,1061.44920634921,23.2588331963846,42870,42870,0.7152,-84.911464,39.822278
"666",666,"Evansville","IN","University of Evansville",1,"www.evansville.edu/",3,2,2266,0.8295,1144,26,31776,31776,0.6445,-87.531963,37.969955
"667",667,"Franklin","IN","Franklin College",1,"www.franklincollege.edu",3,2,1022,0.6922,1031,23,28185,28185,0.6113,-86.047182,39.478298
"668",668,"Goshen","IN","Goshen College",1,"www.goshen.edu",3,2,746,0.54,1109,25,29700,29700,0.7209,-85.826766,41.564254
"669",669,"Winona Lake","IN","Grace College and Theological Seminary",1,"www.grace.edu",3,2,1478,0.8012,1110,24,24670,24670,0.6486,-85.813931,41.226473
"670",670,"Hanover","IN","Hanover College",1,"www.hanover.edu",3,2,1136,0.6447,1101,26,33023,33023,0.686,-85.461086,38.712488
"671",671,"Notre Dame","IN","Holy Cross College",1,"www.hcc-nd.edu",3,2,512,0.9316,969,21,27150,27150,0.3216,-86.253668,41.699982
"672",672,"Huntington","IN","Huntington University",1,"www.huntington.edu",3,2,1001,0.9711,1034,23,24771,24771,0.5891,-85.499624,40.89907
"673",673,"Fort Wayne","IN","Indiana University-Purdue University-Fort Wayne",1,"www.ipfw.edu",3,1,9314,0.9087,1002,22,7949,19092,0.264,-85.111747,41.115418
"674",674,"Indianapolis","IN","Indiana University-Purdue University-Indianapolis",1,"www.iupui.edu",3,1,21777,0.7049,1010,22,8909,30089,0.4343,-86.172217,39.772948
"675",675,"Indianapolis","IN","Harrison College-Indianapolis",1,"harrison.edu",2,3,3498,1,1061.44920634921,23.2588331963846,17025,17025,0.5034,-86.147857,39.766871
"676",676,"Indianapolis","IN","University of Indianapolis",1,"uindy.edu",3,2,4136,0.6648,1018,22,25414,25414,0.5156,-86.134747,39.709671
"677",677,"Fort Wayne","IN","Indiana Institute of Technology",1,"www.indianatech.edu",3,2,6397,0.7057,965,21,24860,24860,0.3118,-85.11795,41.078338
"678",678,"Evansville","IN","University of Southern Indiana",1,"www.usi.edu",3,1,8233,0.7134,1001,22,6957,16297,0.4068,-87.67666,37.966188
"679",679,"Terre Haute","IN","Indiana State University",1,"www.indstate.edu",3,1,10497,0.8254,913,19,8416,18346,0.3991,-87.407085,39.46873
"680",680,"Kokomo","IN","Indiana University-Kokomo",1,"www.iuk.edu",3,1,2724,0.6726,934,20,6811,18081,0.2786,-86.132096,40.459913
"681",681,"South Bend","IN","Indiana University-South Bend",1,"https://iusb.edu/",3,1,5398,0.7333,942,20,6905,18081,0.2587,-86.222958,41.665746
"682",682,"Bloomington","IN","Indiana University-Bloomington",1,"www.iub.edu",3,1,32252,0.7609,1198,27,10388,33241,0.7764,-86.526904,39.166383
"683",683,"Gary","IN","Indiana University-Northwest",1,"www.iun.edu",3,1,4370,0.7678,916,20,6854,18081,0.2836,-87.338457,41.556723
"684",684,"New Albany","IN","Indiana University-Southeast",1,"https://ius.edu/",3,1,5476,0.8032,959,21,6827,18081,0.3155,-85.819376,38.342992
"685",685,"Richmond","IN","Indiana University-East",1,"www.iue.edu/",3,1,3200,0.6376,943,21,6787,18081,0.268,-84.886187,39.867099
"686",686,"Fort Wayne","IN","International Business College-Fort Wayne",1,"www.ibcfortwayne.edu",2,3,372,0.7839,1061.44920634921,23.2588331963846,13880,13880,0.7529,-85.25934,41.035246
"687",687,"Indianapolis","IN","ITT Technical Institute-Indianapolis",1,"www.itt-tech.edu",2,3,3407,0.9387,1061.44920634921,23.2588331963846,16842,16842,0.1731,-86.223038,39.924786
"688",688,"North Manchester","IN","Manchester University",1,"www.manchester.edu",3,2,1254,0.7428,1000,22,29040,29040,0.548,-85.758762,41.011609
"689",689,"Indianapolis","IN","Marian University",1,"www.marian.edu",3,2,1999,0.5644,1036,23,29400,29400,0.5399,-86.204599,39.81534
"690",690,"Marion","IN","Indiana Wesleyan University-Marion",1,"www.indwes.edu",3,2,10218,0.9505,1081,24,24102,24102,0.6253,-85.661991,40.518495
"691",691,"Indianapolis","IN","Martin University",1,"www.martin.edu",3,2,345,1,1061.44920634921,23.2588331963846,11960,11960,0.0833,-86.104771,39.79844
"692",692,"Jeffersonville","IN","Mid-America College of Funeral Service",1,"www.mid-america.edu",2,2,58,1,1061.44920634921,23.2588331963846,10550,10550,0.8276,-85.744342,38.310919
"693",693,"Notre Dame","IN","University of Notre Dame",1,"www.nd.edu",3,2,8427,0.2114,1450,33,46237,46237,0.9573,-86.238959,41.703058
"694",694,"Oakland City","IN","Oakland City University",1,"www.oak.edu",3,2,616,0.5504,960,21,19800,19800,0.5992,-87.351611,38.339606
"695",695,"Hammond","IN","Purdue University-Calumet Campus",1,"www.purduecal.edu/",3,1,7316,0.5968,965,23.2588331963846,6758,15266,0.3141,-87.47376,41.584742
"696",696,"Westville","IN","Purdue University-North Central Campus",1,"www.pnc.edu",3,1,3231,0.7251,959,21,7329,17447,0.2415,-86.89523,41.583788
"697",697,"Terre Haute","IN","Rose-Hulman Institute of Technology",1,"www.rose-hulman.edu",3,2,2208,0.5879,1308,30,43683,43683,0.7208,-87.32357,39.480946
"698",698,"Fort Wayne","IN","University of Saint Francis-Fort Wayne",1,"www.sf.edu",3,2,1796,0.9686,981,22,25930,25930,0.4969,-85.173694,41.087772
"699",699,"Rensselaer","IN","Saint Josephs College",1,"www.saintjoe.edu",3,2,1074,0.6641,996,21,27890,27890,0.4561,-87.155026,40.917186
"700",700,"Saint Mary of the Woods","IN","Saint Mary-of-the-Woods College",1,"www.smwc.edu",3,2,678,1,943,20,28351,28351,0.4545,-87.460126,39.510543
"701",701,"Notre Dame","IN","Saint Mary's College",1,"www.saintmarys.edu",3,2,1508,0.8334,1144,26,35970,35970,0.8088,-86.256947,41.707274
"702",702,"Upland","IN","Taylor University",1,"https://www.taylor.edu",3,2,1855,0.8803,1184,27,29538,29538,0.7419,-85.496906,40.458382
"703",703,"Angola","IN","Trine University",1,"www.trine.edu",3,2,1654,0.7599,1078,24,29600,29600,0.5394,-85.005696,41.633389
"704",704,"Valparaiso","IN","Valparaiso University",1,"www.valpo.edu",3,2,3210,0.8236,1155,26,34760,34760,0.6718,-87.045853,41.463176
"705",705,"Vincennes","IN","Vincennes University",1,"vinu.edu/",2,1,8256,1,1061.44920634921,23.2588331963846,5174,12234,0.2279,-87.523106,38.686861
"706",706,"Crawfordsville","IN","Wabash College",1,"www.wabash.edu",3,2,923,0.6998,1128,25,37750,37750,0.7349,-86.905809,40.037799
"707",707,"Waterloo","IA","Allen College",1,"www.allencollege.edu",3,2,379,0,1061.44920634921,23.2588331963846,19295,19295,0.75,-92.338018,42.531427
"708",708,"Des Moines","IA","AIB College of Business",1,"www.aib.edu",3,2,1012,0.5922,1061.44920634921,23.2588331963846,15666,15666,0.56,-93.645694,41.561953
"709",709,"Sioux City","IA","Briar Cliff University",1,"www.briarcliff.edu",3,2,964,0.6169,1005,22,27202,27202,0.4683,-96.42696,42.526919
"710",710,"Storm Lake","IA","Buena Vista University",1,"www.bvu.edu",3,2,1892,0.6789,1047,23,30406,30406,0.4579,-95.208053,42.642529
"711",711,"Pella","IA","Central College",1,"www.central.edu",3,2,1333,0.689,1101,24,32124,32124,0.6807,-92.918664,41.400236
"712",712,"Dubuque","IA","Clarke University",1,"www.clarke.edu",3,2,933,0.7049,1029,22,28900,28900,0.741,-90.691512,42.508619
"713",713,"Cedar Rapids","IA","Coe College",1,"www.coe.edu",3,2,1363,0.553,1146,25,37320,37320,0.7038,-91.657535,41.986383
"714",714,"Mount Vernon","IA","Cornell College",1,"www.cornellcollege.edu",3,2,1082,0.7363,1200,27,37500,37500,0.6569,-91.425435,41.925982
"715",715,"Ankeny","IA","Des Moines Area Community College",1,"www.dmacc.edu",2,1,14356,1,1061.44920634921,23.2588331963846,4170,8340,0.510104098765432,-93.611597,41.707348
"716",716,"Epworth","IA","Divine Word College",1,"www.dwci.edu",3,2,86,0.9091,1061.44920634921,23.2588331963846,12350,12350,0.5,-90.934917,42.441572
"717",717,"Sioux Center","IA","Dordt College",1,"www.dordt.edu",3,2,1343,0.7299,1100,24,27460,27460,0.6558,-96.166319,43.08396
"718",718,"Des Moines","IA","Drake University",1,"www.drake.edu",3,2,3290,0.6926,1239,28,32246,32246,0.778,-93.654062,41.60381
"719",719,"Dubuque","IA","University of Dubuque",1,"www.dbq.edu",3,2,1764,0.7788,941,20,26950,26950,0.4806,-90.693568,42.498027
"720",720,"Iowa Falls","IA","Ellsworth Community College",1,"https://ecc.iavalley.edu/",2,1,769,1,1061.44920634921,23.2588331963846,4296,5064,0.510104098765432,-93.265853,42.527524
"721",721,"Davenport","IA","Eastern Iowa Community College District",1,"www.eicc.edu",2,1,4062,1,1061.44920634921,23.2588331963846,4384,6528,0.510104098765432,-90.577164,41.52028
"722",722,"Ankeny","IA","Faith Baptist Bible College and Theological Seminary",1,"www.faith.edu",3,2,232,0.6733,1004,22,16086,16086,0.6374,-93.624208,41.736338
"723",723,"Lamoni","IA","Graceland University-Lamoni",1,"www.graceland.edu",3,2,1415,0.4984,938,21,24920,24920,0.5408,-93.924893,40.615966
"724",724,"Des Moines","IA","Grand View University",1,"www.grandview.edu",3,2,1977,0.987,967,21,23426,23426,0.4665,-93.605016,41.620909
"725",725,"Grinnell","IA","Grinnell College",1,"www.grinnell.edu",3,2,1670,0.2801,1398,32,45620,45620,0.8939,-92.721246,41.747048
"726",726,"Waterloo","IA","Hawkeye Community College",1,"www.hawkeyecollege.edu",2,1,3903,1,1061.44920634921,23.2588331963846,4228,4928,0.510104098765432,-92.330633,42.430003
"727",727,"Ottumwa","IA","Indian Hills Community College",1,"www.indianhills.edu",2,1,2845,1,1061.44920634921,23.2588331963846,3720,5580,0.510104098765432,-92.394736,41.045105
"728",728,"Fort Dodge","IA","Iowa Central Community College",1,"www.iowacentral.edu",2,1,3551,1,1061.44920634921,23.2588331963846,4710,6855,0.510104098765432,-94.201408,42.489821
"729",729,"Estherville","IA","Iowa Lakes Community College",1,"www.iowalakes.edu",2,1,1465,1,1061.44920634921,23.2588331963846,5516,5868,0.510104098765432,-94.83577,43.401728
"730",730,"Ames","IA","Iowa State University",1,"www.iastate.edu",3,1,28336,0.8691,1145,25,7731,20617,0.6893,-93.648353,42.026368
"731",731,"Mount Pleasant","IA","Iowa Wesleyan University",1,"www.iw.edu",3,2,473,0.4107,990,21,26010,26010,0.3221,-91.552588,40.973689
"732",732,"Council Bluffs","IA","Iowa Western Community College",1,"www.iwcc.edu/",2,1,4823,1,1061.44920634921,23.2588331963846,4560,4710,0.510104098765432,-95.801053,41.274137
"733",733,"Iowa City","IA","University of Iowa",1,"www.uiowa.edu",3,1,21486,0.8095,1164,26,8079,27409,0.7004,-91.535698,41.660695
"734",734,"Cedar Rapids","IA","Kirkwood Community College",1,"www.kirkwood.edu",2,1,9733,1,1061.44920634921,23.2588331963846,4060,4900,0.510104098765432,-91.651172,41.911268
"735",735,"Dubuque","IA","Loras College",1,"www.loras.edu",3,2,1468,0.9513,1088,24,29700,29700,0.6373,-90.680232,42.504131
"736",736,"Decorah","IA","Luther College",1,"www.luther.edu",3,2,2326,0.7116,1157,26,38370,38370,0.8159,-91.803971,43.313584
"737",737,"Fairfield","IA","Maharishi University of Management",1,"https://www.mum.edu",3,2,392,0.381,1061.44920634921,23.2588331963846,26430,26430,0.3235,-91.967306,41.017781
"738",738,"Marshalltown","IA","Marshalltown Community College",1,"https://mcc.iavalley.edu",2,1,1187,1,1061.44920634921,23.2588331963846,4296,4536,0.510104098765432,-92.909411,42.00065
"739",739,"Des Moines","IA","Mercy College of Health Sciences",1,"www.mchs.edu",2,2,772,0.9667,1061.44920634921,23.2588331963846,15642,15642,0.413,-93.626251,41.59432
"740",740,"Sioux City","IA","Morningside College",1,"www.morningside.edu",3,2,1293,0.5682,1065,23,27180,27180,0.5364,-96.360738,42.47324
"741",741,"Cedar Rapids","IA","Mount Mercy University",1,"www.mtmercy.edu",3,2,1417,0.5683,1030,22,27010,27010,0.7151,-91.650991,42.001931
"742",742,"San Diego","CA","Ashford University",1,"www.ashford.edu",3,3,44744,1,1061.44920634921,23.2588331963846,10480,10480,0.1819,-117.141961,32.8273
"743",743,"Mason City","IA","North Iowa Area Community College",1,"www.niacc.edu",2,1,1930,1,1061.44920634921,23.2588331963846,4703,6664,0.510104098765432,-93.131683,43.157598
"744",744,"Cedar Falls","IA","University of Northern Iowa",1,"www.uni.edu",3,1,9882,0.7772,1050,23,7749,17647,0.6395,-92.459703,42.514923
"745",745,"Orange City","IA","Northwestern College",1,"www.nwciowa.edu/",3,2,1113,0.7783,1103,24,27860,27860,0.6314,-96.058382,42.998955
"746",746,"Calmar","IA","Northeast Iowa Community College",1,"www.nicc.edu",2,1,2677,1,1061.44920634921,23.2588331963846,4564,4564,0.510104098765432,-91.865647,43.174954
"747",747,"Sheldon","IA","Northwest Iowa Community College",1,"www.nwicc.edu",2,1,739,1,1061.44920634921,23.2588331963846,5460,5850,0.510104098765432,-95.878781,43.184603
"748",748,"Davenport","IA","Palmer College of Chiropractic",1,"www.palmer.edu",3,2,34,1,1061.44920634921,23.2588331963846,8556,8556,0.510104098765432,-90.574607,41.529021
"749",749,"Davenport","IA","Saint Ambrose University",1,"www.sau.edu",3,2,2675,0.9607,1050,23,27540,27540,0.5709,-90.58098,41.540081
"750",750,"Sioux City","IA","St Luke's College",1,"www.stlukescollege.edu",2,2,254,0.24,1061.44920634921,23.2588331963846,18820,18820,1,-96.404922,42.517806
"751",751,"Indianola","IA","Simpson College",1,"www.simpson.edu",3,2,1644,0.8545,1125,25,32550,32550,0.7254,-93.563471,41.365503
"752",752,"West Burlington","IA","Southeastern Community College",1,"www.scciowa.edu",2,1,1786,1,1061.44920634921,23.2588331963846,4590,4740,0.510104098765432,-91.172394,40.814726
"753",753,"Creston","IA","Southwestern Community College",1,"www.swcciowa.edu",2,1,924,1,1061.44920634921,23.2588331963846,4800,5010,0.510104098765432,-94.380906,41.073437
"754",754,"Fayette","IA","Upper Iowa University",1,"www.uiu.edu",3,2,4304,0.6994,950,20,26834,26834,0.383,-91.799663,42.840293
"755",755,"Forest City","IA","Waldorf College",1,"www.waldorf.edu",3,3,1356,0.6885,913,19,20316,20316,0.3305,-93.640034,43.262203
"756",756,"Waverly","IA","Wartburg College",1,"www.wartburg.edu",3,2,1614,0.7883,1100,24,36120,36120,0.7104,-92.480933,42.727629
"757",757,"Oskaloosa","IA","William Penn University",1,"www.wmpenn.edu",3,2,1531,0.5959,1061.44920634921,23.2588331963846,23480,23480,0.3515,-92.648348,41.308868
"758",758,"Iola","KS","Allen County Community College",1,"www.allencc.edu",2,1,2628,1,1061.44920634921,23.2588331963846,2784,2784,0.510104098765432,-95.39681,37.937698
"759",759,"Baldwin City","KS","Baker University",1,"www.bakeru.edu",3,2,1649,0.6953,1059,23,26370,26370,0.5768,-95.188231,38.777278
